epoch,lr,train_loss,train_acc,train_auc,val_loss,val_acc,val_auc,val_precision,val_recall,val_f1
1,9.999999999999999e-05,0.3040850679309382,0.9135174418604651,0.9679092991251471,0.37259868889874803,0.9315992292870906,0.9923240938166311,0.9957446808510638,0.9116883116883117,0.951864406779661
2,0.00019999999999999998,0.23649730675482336,0.9527616279069767,0.9845098651195809,0.22492573308347508,0.9595375722543352,0.9905020352781547,0.989247311827957,0.9558441558441558,0.9722589167767504
3,0.0003,0.210743779621602,0.9622093023255814,0.9878230432930905,0.22603293366170343,0.9633911368015414,0.9973299088970731,0.9972826086956522,0.9532467532467532,0.9747675962815405
4,0.0003,0.1959479397202273,0.9680232558139535,0.9902179493962057,0.20253169332740395,0.9595375722543352,0.9929056018608258,0.9959128065395095,0.9493506493506494,0.9720744680851063
5,0.00029744596495258525,0.1884173888117362,0.9704457364341085,0.9924708004553793,0.32557195950450235,0.9084778420038536,0.994000775344059,0.9970544918998527,0.8792207792207792,0.9344375431331953
6,0.0002898708344106533,0.17305485281181704,0.9791666666666666,0.9944103405940048,0.17625769190418467,0.9759152215799615,0.9930461329715061,0.9856584093872229,0.9818181818181818,0.9837345478204295
7,0.0002775325703594421,0.16940880039983172,0.9762596899224806,0.9960556023046538,0.1676636505190118,0.9797687861271677,0.9944272145764684,0.9869960988296489,0.9857142857142858,0.98635477582846
8,9.999999999999999e-06,0.1581602353236579,0.9837693798449613,0.9972594414834436,0.17056589254926394,0.9788053949903661,0.9951589455320798,0.9947089947089947,0.9766233766233766,0.9855832241153342
9,1.9999999999999998e-05,0.16047598355537665,0.9842538759689923,0.996099681013893,0.16033701620177726,0.9826589595375722,0.9949166505136655,0.996042216358839,0.9805194805194806,0.9882198952879581
10,2.9999999999999997e-05,0.15481096850654294,0.9852228682170543,0.9971966454047305,0.16538876250587217,0.9797687861271677,0.9941509982554759,0.9895424836601308,0.9831168831168832,0.9863192182410423
