epoch,lr,train_loss,train_acc,train_auc,val_loss,val_acc,val_auc,val_precision,val_recall,val_f1
1,9.999999999999999e-05,0.28497837113507224,0.9183624031007752,0.9706044735055233,0.27558388341368967,0.9441233140655106,0.9845415778251599,0.989010989010989,0.935064935064935,0.9612817089452603
2,0.00019999999999999998,0.23018313304077914,0.9530038759689923,0.9835919869585995,0.25434404126366666,0.9576107899807321,0.987211668928087,0.9865951742627346,0.9558441558441558,0.9709762532981531
3,0.0003,0.2128199755800942,0.9619670542635659,0.9883948812036436,0.27414270296606713,0.9393063583815029,0.9899980616398527,0.9916550764951322,0.925974025974026,0.9576897246474144
4,0.0003,0.1918918312399833,0.968265503875969,0.9908548750336589,0.2396498588353453,0.9441233140655106,0.9930315952704013,0.9930747922437673,0.9311688311688312,0.9611260053619303
5,0.00029744596495258525,0.18401717462061917,0.9750484496124031,0.991723868144227,0.20810086667709957,0.9547206165703276,0.9933998836983912,0.9891745602165088,0.9493506493506494,0.9688535453943009
6,0.0002898708344106533,0.17114233982126606,0.9784399224806202,0.9950681537162556,0.24859562220486142,0.9364161849710982,0.9934289591006009,0.9929971988795518,0.9207792207792208,0.9555256064690026
7,0.0002775325703594421,0.1654055394189206,0.9794089147286822,0.9962590058697658,0.21228875802661182,0.9527938342967245,0.9936809459197519,0.9931600547195623,0.9428571428571428,0.9673550966022652
8,9.999999999999999e-06,0.1533667977490177,0.9869186046511628,0.9981604899073417,0.23014081209208925,0.9460500963391136,0.9945483620856755,0.9944598337950139,0.9324675324675324,0.9624664879356568
9,1.9999999999999998e-05,0.1628631111054981,0.9835271317829457,0.9954750049937318,0.19254038492953388,0.9633911368015414,0.9957743748788525,0.9932614555256065,0.9571428571428572,0.9748677248677249
10,2.9999999999999997e-05,0.1514022780980678,0.9857073643410853,0.9979905499715346,0.16615964793860338,0.9759152215799615,0.996050591199845,0.9894875164257556,0.977922077922078,0.983670803396473
11,2.9999999999999997e-05,0.1483320846493304,0.9878875968992248,0.9978155369513599,0.21268545744334114,0.9527938342967245,0.9950232603217678,0.9945130315500685,0.9415584415584416,0.9673115410273516
12,2.9744596495258527e-05,0.14708093802134195,0.9890988372093024,0.9968884467646115,0.18712410902127136,0.9682080924855492,0.9927408412483041,0.9880794701986755,0.9688311688311688,0.9783606557377049
13,2.8987083441065332e-05,0.14153080908779003,0.9895833333333334,0.9985600896053175,0.16987805477628817,0.9797687861271677,0.986441170769529,0.9869960988296489,0.9857142857142858,0.98635477582846
14,2.7753257035944212e-05,0.1414504187874252,0.9915213178294574,0.9990462593311201,0.182707734951509,0.9739884393063584,0.9930315952704013,0.9907529722589168,0.974025974025974,0.9823182711198428
15,2.6085133758309884e-05,0.14325339417466768,0.9903100775193798,0.9976709985807647,0.18556515985888095,0.9682080924855492,0.9939620081411126,0.9933065595716198,0.9636363636363636,0.978246539222149
16,2.4039519545688845e-05,0.14219335870016978,0.9915213178294574,0.9980345714931877,0.21227224178339474,0.9595375722543352,0.9954545454545454,0.9945652173913043,0.9506493506493506,0.9721115537848606
17,2.1686075336648075e-05,0.1375780552912769,0.9929748062015504,0.9988560800099444,0.2064396938405974,0.9585741811175337,0.9941994572591587,0.9945578231292517,0.9493506493506494,0.9714285714285714
