epoch,lr,train_loss,train_acc,train_auc,val_loss,val_acc,val_auc,val_precision,val_recall,val_f1
1,9.999999999999999e-05,0.2913345822020073,0.9190891472868217,0.9677164414790239,0.2577871683130834,0.9479768786127167,0.9940250048459004,0.994475138121547,0.935064935064935,0.963855421686747
2,0.00019999999999999998,0.23618658142512475,0.9525193798449613,0.9843686037757108,0.24220205231898093,0.9460500963391136,0.9957259158751697,0.9958333333333333,0.9311688311688312,0.9624161073825503
3,0.0003,0.2236179821982779,0.9544573643410853,0.9858772898578636,0.26342185975728927,0.9373795761078998,0.9944126768753635,0.9985855728429985,0.9168831168831169,0.955991875423155
4,0.0003,0.19327380466553057,0.9689922480620154,0.9910484625792271,0.17211631388333493,0.9749518304431599,0.9974413646055437,0.993368700265252,0.9727272727272728,0.9829396325459318
5,0.00029744596495258525,0.18416283683051035,0.971656976744186,0.9928296459953455,0.2068168872497215,0.953757225433526,0.99694223686761,0.9986187845303868,0.938961038961039,0.9678714859437751
6,0.0002898708344106533,0.1752606593574862,0.9777131782945736,0.9934324019906161,0.20012363360796362,0.9585741811175337,0.9962395813142083,0.9986282578875172,0.9454545454545454,0.971314209472982
7,0.0002775325703594421,0.17461752633138888,0.9765019379844961,0.9947203580242818,0.17802822908569624,0.9710982658959537,0.9964479550300446,0.9946524064171123,0.9662337662337662,0.9802371541501976
8,9.999999999999999e-06,0.16239718050625973,0.9837693798449613,0.99505017502559,0.17460090530630712,0.9701348747591522,0.9979356464431091,0.9973082099596231,0.9623376623376624,0.9795109054857898
9,1.9999999999999998e-05,0.16390255667800388,0.9811046511627907,0.9946879560992767,0.19016595398702144,0.9653179190751445,0.9975722039154875,0.998641304347826,0.9545454545454546,0.9760956175298805
10,2.9999999999999997e-05,0.15673648334881704,0.9837693798449613,0.9976644859537879,0.1733345887650644,0.9720616570327553,0.9972717580926536,0.9973154362416108,0.964935064935065,0.9808580858085808
11,2.9999999999999997e-05,0.15358973066241755,0.9864341085271318,0.9975546732366164,0.2091301805510227,0.953757225433526,0.9977708858305874,1.0,0.9376623376623376,0.967828418230563
12,2.9744596495258527e-05,0.15115466260266902,0.9857073643410853,0.997370401536436,0.15909240914505113,0.9797687861271677,0.9982070168637333,0.9960264900662251,0.9766233766233766,0.9862295081967213
13,2.8987083441065332e-05,0.14511522340636723,0.9886143410852714,0.9981979674592506,0.1828048772291641,0.9682080924855492,0.9976691219228533,1.0,0.9571428571428572,0.9781021897810219
14,2.7753257035944212e-05,0.14396714681834843,0.9903100775193798,0.9976292109189423,0.18686590187237212,0.9710982658959537,0.9963801124248886,0.9973118279569892,0.9636363636363636,0.9801849405548216
15,2.6085133758309884e-05,0.1399055283538179,0.9900678294573644,0.999111474985204,0.18715265242522852,0.9691714836223507,0.9957356076759062,0.9986486486486487,0.9597402597402598,0.9788079470198675
16,2.4039519545688845e-05,0.13904222225867255,0.9932170542635659,0.9989375299470725,0.15275965009408649,0.9826589595375722,0.9982506299670479,0.9973544973544973,0.9792207792207792,0.9882044560943644
17,2.1686075336648075e-05,0.1392807075628196,0.9915213178294574,0.9988990477589288,0.17772511206208397,0.9720616570327553,0.9957452994766427,1.0,0.9623376623376624,0.9808074123097287
18,1.9104944851081244e-05,0.13118936480354942,0.9956395348837209,0.9998893698908481,0.16255368770374728,0.9836223506743738,0.998100407055631,0.9986754966887417,0.9792207792207792,0.9888524590163934
19,1.638402539194953e-05,0.13667206566687493,0.9937015503875969,0.9989978833999217,0.15391990401726469,0.9807321772639692,0.9985704593913549,0.9973474801061007,0.9766233766233766,0.9868766404199475
20,1.361597460805047e-05,0.133358201309895,0.9951550387596899,0.9989203257415863,0.15708643821048368,0.9816955684007708,0.9984686954836209,0.99867197875166,0.9766233766233766,0.9875246224556796
