epoch,lr,train_loss,train_acc,train_auc,val_loss,val_acc,val_auc,val_precision,val_recall,val_f1
1,9.999999999999999e-05,0.333779753517783,0.8970445736434108,0.9560818584612372,0.3044981868625376,0.9354527938342967,0.9900610583446404,0.9943741209563994,0.9181818181818182,0.9547602970965564
2,0.00019999999999999998,0.24118521195156267,0.9505813953488372,0.9821862161784725,0.26693692501914296,0.9431599229287091,0.9913694514440783,0.99581589958159,0.9272727272727272,0.9603227975790182
3,0.0003,0.22947967109882303,0.9576065891472868,0.9855478436428667,0.20818686867150726,0.9633911368015414,0.9875896491568134,0.9867021276595744,0.9636363636363636,0.9750328515111695
4,0.0003,0.2074457941027735,0.9646317829457365,0.9888656653055616,0.2100281746688376,0.9547206165703276,0.9945919751889901,0.9931787175989086,0.9454545454545454,0.9687292082501663
5,0.00029744596495258525,0.20319907197832832,0.9648740310077519,0.9884874555841301,0.20415533031112656,0.9556840077071291,0.9969131614654003,0.9986225895316805,0.9415584415584416,0.9692513368983957
6,0.0002898708344106533,0.18618108380966333,0.9738372093023255,0.9912312428092335,0.17764846488173067,0.9691714836223507,0.9968501647606125,0.9959677419354839,0.9623376623376624,0.9788639365918098
7,0.0002775325703594421,0.17245335098865633,0.9794089147286822,0.9951810109760753,0.2220419051559904,0.9499036608863198,0.9927359953479357,0.9958563535911602,0.9363636363636364,0.965194109772423
8,9.999999999999999e-06,0.16316221335719774,0.9832848837209303,0.9973560329376442,0.21584971905156597,0.9576107899807321,0.9948051948051948,1.0,0.9428571428571428,0.9705882352941176
9,1.9999999999999998e-05,0.15668117546392085,0.9876453488372093,0.9956410936791712,0.2212085535674426,0.9547206165703276,0.9917328939717,1.0,0.938961038961039,0.9685197588747488
10,2.9999999999999997e-05,0.1560197509322782,0.9847383720930233,0.9973467970736597,0.22083497551307513,0.9556840077071291,0.9906425663888352,1.0,0.9402597402597402,0.9692101740294511
11,2.9999999999999997e-05,0.1579305743780669,0.9847383720930233,0.9948007666031922,0.21495315544522567,0.9556840077071291,0.9934774181042838,1.0,0.9402597402597402,0.9692101740294511
12,2.9744596495258527e-05,0.15051810589828932,0.9878875968992248,0.9980438365542621,0.1703600280690285,0.9797687861271677,0.9935452607094398,1.0,0.9727272727272728,0.9861751152073732
