epoch,lr,train_loss,train_acc,train_auc,val_loss,val_acc,val_auc,val_precision,val_recall,val_f1
1,9.999999999999999e-05,0.444484052515673,0.8231589147286822,0.9376085000590111,0.5197273890464522,0.8169556840077071,0.9619063772048846,0.802713987473904,0.9987012987012988,0.8900462962962963
2,0.00019999999999999998,0.23404544545965617,0.9486434108527132,0.9823441720934175,0.3385269173020802,0.8757225433526011,0.9837080829618143,0.8573021181716833,0.9987012987012988,0.9226154769046191
3,0.0003,0.20519857381350273,0.9634205426356589,0.9912816763460293,0.24728487658822237,0.9267822736030829,0.9904099631711573,0.9170673076923077,0.990909090909091,0.9525593008739076
4,0.0003,0.18669986564070273,0.9723837209302325,0.9918392450613205,0.20855430014043874,0.9479768786127167,0.990962395813142,0.943069306930693,0.9896103896103896,0.9657794676806084
5,0.00029744596495258525,0.17825647401901568,0.9755329457364341,0.9949786984346253,0.20018267038642557,0.9566473988439307,0.9899253731343284,0.9548306148055207,0.9883116883116884,0.971282705807275
6,0.0002898708344106533,0.17297225570403083,0.9774709302325582,0.9951404555999035,0.17923950573325387,0.9720616570327553,0.9951734832331848,0.9868593955321945,0.9753246753246754,0.9810581319399085
7,0.0002775325703594421,0.16869888243647668,0.9796511627906976,0.9965126793812207,0.17171718066769986,0.976878612716763,0.9952364799379725,0.9856770833333334,0.9831168831168832,0.9843953185955787
8,9.999999999999999e-06,0.16315255751958932,0.9811046511627907,0.9959746938768013,0.177371813770319,0.9710982658959537,0.9959439813917426,0.9920212765957447,0.9688311688311688,0.9802890932982917
9,1.9999999999999998e-05,0.16116626873641116,0.9840116279069767,0.995698957014692,0.17943207481750403,0.9682080924855492,0.9950717193254507,0.9933065595716198,0.9636363636363636,0.978246539222149
10,2.9999999999999997e-05,0.15315527234922713,0.9869186046511628,0.9980025128094387,0.1826687699941082,0.9672447013487476,0.9941849195580539,0.9919786096256684,0.9636363636363636,0.9776021080368906
11,2.9999999999999997e-05,0.14955677784017515,0.9878875968992248,0.9990165479425228,0.18023830587636527,0.9701348747591522,0.9940637720488467,0.9933244325767691,0.9662337662337662,0.9795918367346939
12,2.9744596495258527e-05,0.1470571043174391,0.9893410852713178,0.9989657716911956,0.174840586062571,0.9739884393063584,0.9953188602442334,0.9920529801324504,0.9727272727272728,0.9822950819672132
13,2.8987083441065332e-05,0.14909235475609986,0.9898255813953488,0.9984929959082035,0.16894768444042443,0.9730250481695568,0.9955756929637526,0.9907407407407407,0.9727272727272728,0.981651376146789
14,2.7753257035944212e-05,0.1448018783434278,0.9910368217054264,0.9990759584787546,0.17197310291446014,0.9749518304431599,0.9952025586353946,0.9907651715039578,0.9753246753246754,0.9829842931937173
15,2.6085133758309884e-05,0.14786646131835232,0.9864341085271318,0.9987978854281756,0.17688884775590347,0.9691714836223507,0.9938941655359566,0.9906914893617021,0.9675324675324676,0.9789750328515112
