path,true_label,pred_label,probability,error_type,confidence_margin
data/raw/chest_xray/test/NORMAL/test_normal_00011.jpeg,Normal,Pneumonia,0.5217,FP,0.0217
data/raw/chest_xray/test/NORMAL/test_normal_00014.jpeg,Normal,Pneumonia,0.9423,FP,0.4423
data/raw/chest_xray/test/NORMAL/test_normal_00016.jpeg,Normal,Pneumonia,0.9824,FP,0.4824
data/raw/chest_xray/test/NORMAL/test_normal_00028.jpeg,Normal,Pneumonia,0.7035,FP,0.2035
data/raw/chest_xray/test/NORMAL/test_normal_00040.jpeg,Normal,Pneumonia,0.9829,FP,0.4829
data/raw/chest_xray/test/NORMAL/test_normal_00045.jpeg,Normal,Pneumonia,0.9816,FP,0.4816
data/raw/chest_xray/test/NORMAL/test_normal_00048.jpeg,Normal,Pneumonia,0.8273,FP,0.3273
data/raw/chest_xray/test/NORMAL/test_normal_00049.jpeg,Normal,Pneumonia,0.527,FP,0.027
data/raw/chest_xray/test/NORMAL/test_normal_00052.jpeg,Normal,Pneumonia,0.9665,FP,0.4665
data/raw/chest_xray/test/NORMAL/test_normal_00056.jpeg,Normal,Pneumonia,0.9718,FP,0.4718
data/raw/chest_xray/test/NORMAL/test_normal_00059.jpeg,Normal,Pneumonia,0.6128,FP,0.1128
data/raw/chest_xray/test/NORMAL/test_normal_00062.jpeg,Normal,Pneumonia,0.8904,FP,0.3904
data/raw/chest_xray/test/NORMAL/test_normal_00066.jpeg,Normal,Pneumonia,0.9304,FP,0.4304
data/raw/chest_xray/test/NORMAL/test_normal_00067.jpeg,Normal,Pneumonia,0.9553,FP,0.4553
data/raw/chest_xray/test/NORMAL/test_normal_00080.jpeg,Normal,Pneumonia,0.819,FP,0.319
data/raw/chest_xray/test/NORMAL/test_normal_00119.jpeg,Normal,Pneumonia,0.9087,FP,0.4087
data/raw/chest_xray/test/NORMAL/test_normal_00120.jpeg,Normal,Pneumonia,0.9605,FP,0.4605
data/raw/chest_xray/test/NORMAL/test_normal_00121.jpeg,Normal,Pneumonia,0.9716,FP,0.4716
data/raw/chest_xray/test/NORMAL/test_normal_00122.jpeg,Normal,Pneumonia,0.8518,FP,0.3518
data/raw/chest_xray/test/NORMAL/test_normal_00123.jpeg,Normal,Pneumonia,0.9172,FP,0.4172
data/raw/chest_xray/test/NORMAL/test_normal_00124.jpeg,Normal,Pneumonia,0.987,FP,0.487
data/raw/chest_xray/test/NORMAL/test_normal_00126.jpeg,Normal,Pneumonia,0.9754,FP,0.4754
data/raw/chest_xray/test/NORMAL/test_normal_00127.jpeg,Normal,Pneumonia,0.7448,FP,0.2448
data/raw/chest_xray/test/NORMAL/test_normal_00129.jpeg,Normal,Pneumonia,0.9674,FP,0.4674
data/raw/chest_xray/test/NORMAL/test_normal_00130.jpeg,Normal,Pneumonia,0.9586,FP,0.4586
data/raw/chest_xray/test/NORMAL/test_normal_00131.jpeg,Normal,Pneumonia,0.955,FP,0.455
data/raw/chest_xray/test/NORMAL/test_normal_00132.jpeg,Normal,Pneumonia,0.8839,FP,0.3839
data/raw/chest_xray/test/NORMAL/test_normal_00133.jpeg,Normal,Pneumonia,0.9906,FP,0.4906
data/raw/chest_xray/test/NORMAL/test_normal_00134.jpeg,Normal,Pneumonia,0.9817,FP,0.4817
