epoch,lr,train_loss,train_acc,train_auc,val_loss,val_acc,val_auc,val_precision,val_recall,val_f1
1,9.999999999999999e-05,0.39305140942277705,0.8604651162790697,0.9450240115628498,0.3298974939279244,0.918111753371869,0.9926148478387284,0.9928057553956835,0.8961038961038961,0.9419795221843004
2,0.00019999999999999998,0.2472108359052037,0.9481589147286822,0.9793091855789513,0.2622050946732707,0.9527938342967245,0.9930122116689281,0.9904761904761905,0.9454545454545454,0.9674418604651163
3,0.0003,0.23492153106626978,0.9556686046511628,0.9824790337795656,0.2621378221608311,0.9354527938342967,0.9863539445628998,0.9916083916083916,0.9207792207792208,0.9548821548821549
4,0.0003,0.20177353427589284,0.9704457364341085,0.9906521167378579,0.2119892722781683,0.9585741811175337,0.9934725722039155,0.9959072305593452,0.948051948051948,0.9713905522288756
5,0.00029744596495258525,0.2020300301742921,0.971656976744186,0.9878925454220907,0.1715510488704909,0.9710982658959537,0.9966854041480907,0.9855643044619422,0.9753246753246754,0.9804177545691906
6,0.0002898708344106533,0.18600946423635317,0.9740794573643411,0.9927591089342155,0.30177041649933267,0.930635838150289,0.9821767784454353,1.0,0.9064935064935065,0.9509536784741145
7,0.0002775325703594421,0.17273852786117436,0.9772286821705426,0.9947142156916942,0.2119104404411564,0.9701348747591522,0.9965448730374104,0.9973082099596231,0.9623376623376624,0.9795109054857898
8,9.999999999999999e-06,0.15685143601687657,0.9844961240310077,0.9977100115251397,0.19789150617083603,0.9633911368015414,0.9952800930412871,0.9986376021798365,0.951948051948052,0.9747340425531915
9,1.9999999999999998e-05,0.15582811901335084,0.9849806201550387,0.9973018530114961,0.19410204511272194,0.9633911368015414,0.9946646636945143,0.9986376021798365,0.951948051948052,0.9747340425531915
10,2.9999999999999997e-05,0.1523395693485907,0.9859496124031008,0.9978601857123226,0.19341196083896192,0.9633911368015414,0.9933853459972863,0.9972826086956522,0.9532467532467532,0.9747675962815405
11,2.9999999999999997e-05,0.14920223218627518,0.9876453488372093,0.9980718359213961,0.20173227888942913,0.9633911368015414,0.9952704012405504,0.9986376021798365,0.951948051948052,0.9747340425531915
12,2.9744596495258527e-05,0.1468037614358413,0.9883720930232558,0.9983982685973278,0.2042470646874983,0.9614643545279383,0.9910350843186665,0.997275204359673,0.9506493506493506,0.973404255319149
