epoch,lr,train_loss,train_acc,train_auc,val_loss,val_acc,val_auc,val_precision,val_recall,val_f1
1,9.999999999999999e-05,0.29222244196544495,0.9132751937984496,0.9635923252163237,0.30966290036263033,0.9258188824662813,0.9875654196549719,0.9887165021156559,0.9103896103896104,0.9479377958079783
2,0.00019999999999999998,0.2284561822869185,0.9551841085271318,0.986375792514259,0.26830784097916816,0.9441233140655106,0.989062802868773,0.990358126721763,0.9337662337662338,0.9612299465240641
3,0.0003,0.21338515646884895,0.9636627906976745,0.9872030353141236,0.46281889861948455,0.9229287090558767,0.9865187051754215,0.9985549132947977,0.8974025974025974,0.945280437756498
4,0.0003,0.20125314220068313,0.9648740310077519,0.9904977598345726,0.2805620971385224,0.9402697495183044,0.9849147121535182,0.9916666666666667,0.9272727272727272,0.9583892617449664
5,0.00029744596495258525,0.2044404658968049,0.9643895348837209,0.9884418086254921,0.22086250799239715,0.9653179190751445,0.985399302190347,0.9946091644204852,0.9584415584415584,0.9761904761904762
6,0.0002898708344106533,0.1844021886989101,0.9704457364341085,0.993318404277006,0.18542176809499258,0.9682080924855492,0.993162434580345,0.9779507133592736,0.9792207792207792,0.9785853341985724
7,0.0002775325703594421,0.1763761188253502,0.9786821705426356,0.9945820094141956,0.2266038449800543,0.9527938342967245,0.9827389028881567,0.9945130315500685,0.9415584415584416,0.9673115410273516
8,9.999999999999999e-06,0.1632021050002993,0.9818313953488372,0.9968929696647888,0.2093377607176529,0.964354527938343,0.9917910447761195,0.9959404600811907,0.9558441558441558,0.975480450629556
9,1.9999999999999998e-05,0.15895628705190096,0.9842538759689923,0.9974777058979956,0.19172886068536138,0.9720616570327553,0.9918104283775926,0.9959839357429718,0.9662337662337662,0.980883322346737
10,2.9999999999999997e-05,0.15042014480326216,0.9881298449612403,0.998155591078866,0.20299875008405288,0.9672447013487476,0.9938069393293274,0.9959568733153639,0.9597402597402598,0.9775132275132276
11,2.9999999999999997e-05,0.14750498504537607,0.9890988372093024,0.9985077169327474,0.18509197180555964,0.9759152215799615,0.9932593525877108,0.996005326231691,0.9714285714285714,0.9835634451019066
12,2.9744596495258527e-05,0.15032169745377263,0.9893410852713178,0.9975912304582892,0.1802940976613978,0.9749518304431599,0.9949844931188214,0.996,0.9701298701298702,0.9828947368421053
13,2.8987083441065332e-05,0.14665384421229133,0.9912790697674418,0.9983971645580783,0.17159895370633615,0.9797687861271677,0.9948245784066679,0.99734395750332,0.9753246753246754,0.9862114248194354
14,2.7753257035944212e-05,0.1445973961684056,0.9905523255813954,0.9988404690850512,0.17908863839558783,0.9759152215799615,0.994402985074627,0.996005326231691,0.9714285714285714,0.9835634451019066
15,2.6085133758309884e-05,0.14282823217627172,0.9903100775193798,0.9993244675701543,0.1751480718539859,0.9797687861271677,0.9948972669121924,0.99734395750332,0.9753246753246754,0.9862114248194354
16,2.4039519545688845e-05,0.14546377069688257,0.9910368217054264,0.9979966853301826,0.17847668480034737,0.9759152215799615,0.9945338243845707,0.996005326231691,0.9714285714285714,0.9835634451019066
17,2.1686075336648075e-05,0.14198000439099953,0.9915213178294574,0.9991124637418307,0.17701821564651868,0.976878612716763,0.994558053886412,0.9960106382978723,0.9727272727272728,0.9842312746386334
18,1.9104944851081244e-05,0.13840451176226254,0.9939437984496124,0.9988858901862868,0.17090243340859293,0.9807321772639692,0.9949166505136655,0.996031746031746,0.977922077922078,0.9868938401048493
19,1.638402539194953e-05,0.13758596266854936,0.9937015503875969,0.9990055507567875,0.18130124163650593,0.9759152215799615,0.9938553983330103,0.996005326231691,0.9714285714285714,0.9835634451019066
