path,true_label,pred_label,probability,error_type,confidence_margin
data/raw/chest_xray/test/NORMAL/test_normal_00016.jpeg,Normal,Pneumonia,0.9754,FP,0.4754
data/raw/chest_xray/test/NORMAL/test_normal_00040.jpeg,Normal,Pneumonia,0.8376,FP,0.3376
data/raw/chest_xray/test/NORMAL/test_normal_00045.jpeg,Normal,Pneumonia,0.9827,FP,0.4827
data/raw/chest_xray/test/NORMAL/test_normal_00046.jpeg,Normal,Pneumonia,0.7779,FP,0.2779
data/raw/chest_xray/test/NORMAL/test_normal_00048.jpeg,Normal,Pneumonia,0.5272,FP,0.0272
data/raw/chest_xray/test/NORMAL/test_normal_00049.jpeg,Normal,Pneumonia,0.8747,FP,0.3747
data/raw/chest_xray/test/NORMAL/test_normal_00052.jpeg,Normal,Pneumonia,0.7612,FP,0.2612
data/raw/chest_xray/test/NORMAL/test_normal_00056.jpeg,Normal,Pneumonia,0.6606,FP,0.1606
data/raw/chest_xray/test/NORMAL/test_normal_00059.jpeg,Normal,Pneumonia,0.825,FP,0.325
data/raw/chest_xray/test/NORMAL/test_normal_00066.jpeg,Normal,Pneumonia,0.9687,FP,0.4687
data/raw/chest_xray/test/NORMAL/test_normal_00067.jpeg,Normal,Pneumonia,0.9796,FP,0.4796
data/raw/chest_xray/test/NORMAL/test_normal_00080.jpeg,Normal,Pneumonia,0.8326,FP,0.3326
data/raw/chest_xray/test/NORMAL/test_normal_00093.jpeg,Normal,Pneumonia,0.8708,FP,0.3708
data/raw/chest_xray/test/NORMAL/test_normal_00105.jpeg,Normal,Pneumonia,0.6929,FP,0.1929
data/raw/chest_xray/test/NORMAL/test_normal_00115.jpeg,Normal,Pneumonia,0.5066,FP,0.0066
data/raw/chest_xray/test/NORMAL/test_normal_00119.jpeg,Normal,Pneumonia,0.9258,FP,0.4258
data/raw/chest_xray/test/NORMAL/test_normal_00120.jpeg,Normal,Pneumonia,0.7597,FP,0.2597
data/raw/chest_xray/test/NORMAL/test_normal_00121.jpeg,Normal,Pneumonia,0.9286,FP,0.4286
data/raw/chest_xray/test/NORMAL/test_normal_00122.jpeg,Normal,Pneumonia,0.8901,FP,0.3901
data/raw/chest_xray/test/NORMAL/test_normal_00123.jpeg,Normal,Pneumonia,0.9269,FP,0.4269
data/raw/chest_xray/test/NORMAL/test_normal_00124.jpeg,Normal,Pneumonia,0.9725,FP,0.4725
data/raw/chest_xray/test/NORMAL/test_normal_00126.jpeg,Normal,Pneumonia,0.9323,FP,0.4323
data/raw/chest_xray/test/NORMAL/test_normal_00129.jpeg,Normal,Pneumonia,0.9669,FP,0.4669
data/raw/chest_xray/test/NORMAL/test_normal_00130.jpeg,Normal,Pneumonia,0.9549,FP,0.4549
data/raw/chest_xray/test/NORMAL/test_normal_00131.jpeg,Normal,Pneumonia,0.9431,FP,0.4431
data/raw/chest_xray/test/NORMAL/test_normal_00132.jpeg,Normal,Pneumonia,0.8659,FP,0.3659
data/raw/chest_xray/test/NORMAL/test_normal_00133.jpeg,Normal,Pneumonia,0.9626,FP,0.4626
data/raw/chest_xray/test/NORMAL/test_normal_00134.jpeg,Normal,Pneumonia,0.946,FP,0.446
data/raw/chest_xray/test/NORMAL/test_normal_00135.jpeg,Normal,Pneumonia,0.8458,FP,0.3458
data/raw/chest_xray/test/NORMAL/test_normal_00136.jpeg,Normal,Pneumonia,0.9198,FP,0.4198
data/raw/chest_xray/test/NORMAL/test_normal_00140.jpeg,Normal,Pneumonia,0.9715,FP,0.4715
data/raw/chest_xray/test/NORMAL/test_normal_00141.jpeg,Normal,Pneumonia,0.647,FP,0.147
data/raw/chest_xray/test/NORMAL/test_normal_00143.jpeg,Normal,Pneumonia,0.976,FP,0.476
data/raw/chest_xray/test/NORMAL/test_normal_00144.jpeg,Normal,Pneumonia,0.9761,FP,0.4761
data/raw/chest_xray/test/NORMAL/test_normal_00145.jpeg,Normal,Pneumonia,0.9227,FP,0.4227
data/raw/chest_xray/test/NORMAL/test_normal_00146.jpeg,Normal,Pneumonia,0.8441,FP,0.3441
data/raw/chest_xray/test/NORMAL/test_normal_00160.jpeg,Normal,Pneumonia,0.9229,FP,0.4229
data/raw/chest_xray/test/NORMAL/test_normal_00166.jpeg,Normal,Pneumonia,0.6633,FP,0.1633
data/raw/chest_xray/test/NORMAL/test_normal_00181.jpeg,Normal,Pneumonia,0.9348,FP,0.4348
data/raw/chest_xray/test/NORMAL/test_normal_00182.jpeg,Normal,Pneumonia,0.9706,FP,0.4706
data/raw/chest_xray/test/NORMAL/test_normal_00190.jpeg,Normal,Pneumonia,0.5981,FP,0.0981
data/raw/chest_xray/test/NORMAL/test_normal_00193.jpeg,Normal,Pneumonia,0.9684,FP,0.4684
data/raw/chest_xray/test/NORMAL/test_normal_00198.jpeg,Normal,Pneumonia,0.5835,FP,0.0835
data/raw/chest_xray/test/NORMAL/test_normal_00200.jpeg,Normal,Pneumonia,0.9086,FP,0.4086
data/raw/chest_xray/test/NORMAL/test_normal_00226.jpeg,Normal,Pneumonia,0.9708,FP,0.4708
data/raw/chest_xray/test/NORMAL/test_normal_00230.jpeg,Normal,Pneumonia,0.5389,FP,0.0389
data/raw/chest_xray/test/PNEUMONIA/test_pneumonia_00282.jpeg,Pneumonia,Normal,0.2999,FN,0.2001
data/raw/chest_xray/test/PNEUMONIA/test_pneumonia_00388.jpeg,Pneumonia,Normal,0.4733,FN,0.0267
data/raw/chest_xray/test/PNEUMONIA/test_pneumonia_00390.jpeg,Pneumonia,Normal,0.4991,FN,0.0009
data/raw/chest_xray/test/PNEUMONIA/test_pneumonia_00391.jpeg,Pneumonia,Normal,0.036,FN,0.464
data/raw/chest_xray/test/PNEUMONIA/test_pneumonia_00473.jpeg,Pneumonia,Normal,0.3441,FN,0.1559
data/raw/chest_xray/test/PNEUMONIA/test_pneumonia_00599.jpeg,Pneumonia,Normal,0.2055,FN,0.2945
